business_id;review_id;text;rating;time_created;user_id;corrected_text;translated_text;label;sentiment_vader;sentiment_tokenizer;preprocessed_text;Topic_Title;sentiment_resultsBert;sentiment_resultsBert_label;cnn_sentiment_label
OwosN0FUG0ZgFjvlMwtPNQ;Gyvi1ZqXFH6PlxQfUiPJVg;Perfect place to eat people are very welcoming food is amazing highly recommended I will come again whenever visiting the louvre;5;2023-12-30 09:24:45;OEIfoUGIMZ0s_MTnWSUDiQ;Perfect place to eat people are very welcoming food is amazing. highly recommended. I will come back to that later because this is an issue which forms an entirely separate item on the Council’s agenda.;Perfect place to eat people are very welcoming food is amazing highly recommended I will come again whenever visiting the louvre;2;positive;positive;perfect place eat people welcome food amaze highly recommend back later issue form entirely separate item council agenda perfect_place place_eat eat_people people_welcome welcome_food food_amaze amaze_highly highly_recommend recommend_back back_later later_issue issue_form form_entirely entirely_separate separate_item item_council council_agenda perfect_place_eat place_eat_people eat_people_welcome people_welcome_food welcome_food_amaze food_amaze_highly amaze_highly_recommend highly_recommend_back recommend_back_later back_later_issue later_issue_form issue_form_entirely form_entirely_separate entirely_separate_item separate_item_council item_council_agenda;French Food;2;positive;positive
OwosN0FUG0ZgFjvlMwtPNQ;0HVwi8MWXl3ckhPqHiEMSQ;"It was the first restaurant that I visited. It was not busy at all. I sat outside and peoplewatched.

I ordered a Croque Monsieur. It was served with...";4;2023-09-11 15:56:46;1QoZCodxg3gjVxWviFFIgA;It was the first restaurant that I visited. It was not busy at all. I sat outside and people watched.  I ordered a Croque Monsieur. . It was served with passion.;"It was the first restaurant that I visited. It was not busy at all. I sat outside and peoplewatched.

I ordered a Croque Monsieur. It was served with...";2;neutral;positive;first visit busy sit outside people watch ordered croque monsieur serve passion first_visit visit_busy busy_sit sit_outside outside_people people_watch watch_ordered ordered_croque croque_monsieur monsieur_serve serve_passion first_visit_busy visit_busy_sit busy_sit_outside sit_outside_people outside_people_watch people_watch_ordered watch_ordered_croque ordered_croque_monsieur croque_monsieur_serve monsieur_serve_passion;French Food;2;positive;positive
OwosN0FUG0ZgFjvlMwtPNQ;jEz-r3_imm9HHrCxYiqrPA;Excellent wait staff here. They are multilingual and we're extremely friendly to our English needs. Food was great too;5;2023-04-03 11:56:09;k4kaV_zbnZvcoBK0k_Oxwg;Excellent wait staff, they are multilingual and we're extremely friendly to our English needs.;Excellent wait staff here. They are multilingual and we're extremely friendly to our English needs. Food was great too;2;positive;positive;excellent wait staff multilingual extremely friendly english need excellent_wait wait_staff staff_multilingual multilingual_extremely extremely_friendly friendly_english english_need excellent_wait_staff wait_staff_multilingual staff_multilingual_extremely multilingual_extremely_friendly extremely_friendly_english friendly_english_need;French Food;2;positive;positive
26Ts-2XRSeqiweSwLuyv6Q;mY-1yFnqTICtZwuuvak9eg;Really good food for a good price. They are busy but attentive and will get your food. There's a reason they are busy, it's dam good.;5;2023-11-19 04:55:13;34dLVoRz-fRuD0cCTQ8gDg;Really good food for a good price. They are busy but attentive and will get your food. There's a reason they are busy, but it's good.;Really good food for a good price. They are busy but attentive and will get your food. There's a reason they are busy, it's dam good.;2;positive;positive;really good food good price busy attentive food reason busy good really_good good_food food_good good_price price_busy busy_attentive attentive_food food_reason reason_busy busy_good really_good_food good_food_good food_good_price good_price_busy price_busy_attentive busy_attentive_food attentive_food_reason food_reason_busy reason_busy_good;Restaurant with Reservation;2;positive;positive
26Ts-2XRSeqiweSwLuyv6Q;h8Gtf8aHFravK3OQh5_eCg;We came for sandwiches after visiting the Sacre Bascilica and before checking out the general area around Moulin Rouge.  This is one of my favorite areas in...;5;2023-10-25 13:39:20;jAF-XXcXu2AzxKuGx4MB2Q;We came for sandwiches after visiting the Sacre Bascilica and before checking out the general area around Moulin Rouge.;We came for sandwiches after visiting the Sacre Bascilica and before checking out the general area around Moulin Rouge.  This is one of my favorite areas in...;2;positive;positive;sandwich visit sacre bascilica check general area around moulin rouge come_sandwich sandwich_visit visit_sacre sacre_bascilica bascilica_check check_general general_area area_around around_moulin moulin_rouge come_sandwich_visit sandwich_visit_sacre visit_sacre_bascilica sacre_bascilica_check bascilica_check_general check_general_area general_area_around area_around_moulin around_moulin_rouge;French Food;2;positive;positive
26Ts-2XRSeqiweSwLuyv6Q;WZS9l9Gz1La-rKekD9e8Cg;We ordered the raclette sandwich. It is hard to go wrong with melted cheese on good fresh French bread, and a lovely slab of ham.  The cheese is melted and...;5;2023-06-09 08:52:33;mcEiHmNCEAPY6PU0Sgg8Ng;We ordered the raclette sandwich. It is hard to go wrong with melted cheese on good fresh French bread, and a lovely slab of ham. The cheese is melted and hot.;We ordered the raclette sandwich. It is hard to go wrong with melted cheese on good fresh French bread, and a lovely slab of ham.  The cheese is melted and...;2;positive;positive;order raclette sandwich hard wrong melt cheese good fresh french bread lovely slab ham cheese melt hot order_raclette raclette_sandwich sandwich_hard hard_wrong wrong_melt melt_cheese cheese_good good_fresh fresh_french french_bread bread_lovely lovely_slab slab_ham ham_cheese cheese_melt melt_hot order_raclette_sandwich raclette_sandwich_hard sandwich_hard_wrong hard_wrong_melt wrong_melt_cheese melt_cheese_good cheese_good_fresh good_fresh_french fresh_french_bread french_bread_lovely bread_lovely_slab lovely_slab_ham slab_ham_cheese ham_cheese_melt cheese_melt_hot;French Food;2;positive;negative
OlJM2JixZiOdr_XwZ-zfNQ;MtkXyyciyuxO7DYPSBLwJg;Wow, incredible food. We visit Paris every year and stumbled upon Marcelle luckily to find a calm setting and great food. The chef used to be a baker and...;5;2019-09-04 11:21:36;_clQonrJgTdG2CyHV-kjDQ;Wow, incredible food. We visit Paris every year and stumbled upon Marcelle luckily to find a calm setting and great food. . The chef used to be a baker and a guide.;Wow, incredible food. We visit Paris every year and stumbled upon Marcelle luckily to find a calm setting and great food. The chef used to be a baker and...;2;positive;positive;wow incredible food visit every year stumble upon marcelle luckily find calm set great food chef use baker guide wow_incredible incredible_food food_visit visit_every every_year year_stumble stumble_upon upon_marcelle marcelle_luckily luckily_find find_calm calm_set set_great great_food food_chef chef_use use_baker baker_guide wow_incredible_food incredible_food_visit food_visit_every visit_every_year every_year_stumble year_stumble_upon stumble_upon_marcelle upon_marcelle_luckily marcelle_luckily_find luckily_find_calm find_calm_set calm_set_great set_great_food great_food_chef food_chef_use chef_use_baker use_baker_guide;French Food;2;positive;positive
OlJM2JixZiOdr_XwZ-zfNQ;Z9woKR9eLK7bQYLbBSpTpg;I took my mom to this place. Found it on trip advisor. The food is easily 5 stars but the place has a nice chill vibe going on. I had the pickled herring as...;5;2018-10-31 14:17:14;1Ckks86AQUPlTFGEJNEQug;I took my mom to this place. I found it on trip advisor. The food is easily 5.5 stars, but the place has a nice chill vibe going on.  I had the pickled herring as a snack.;I took my mom to this place. Found it on trip advisor. The food is easily 5 stars but the place has a nice chill vibe going on. I had the pickled herring as...;2;positive;positive;take mom place find trip advisor food easily 55 star place nice chill vibe pickle herring snack take_mom mom_place place_find find_trip trip_advisor advisor_food food_easily easily_55 55_star star_place place_nice nice_chill chill_vibe vibe_go go_pickle pickle_herring herring_snack take_mom_place mom_place_find place_find_trip find_trip_advisor trip_advisor_food advisor_food_easily food_easily_55 easily_55_star 55_star_place star_place_nice place_nice_chill nice_chill_vibe chill_vibe_go vibe_go_pickle go_pickle_herring pickle_herring_snack;French Food;2;positive;positive
N5d7zQtjOKbDqPsFRu2EjA;9-YWZvZnAIgPVeO3w9aLiw;The panfried duck was ridiculously good.  The ambiance was great for me because it was more locals than tourist which gave me a great sense of Paris.;5;2023-11-18 11:39:13;GHN39PaM4idbGdO6b1lTsQ;The panfried duck was ridiculously good. The ambiance was great for me, because it was more locals than tourists, and which gave me a great sense of hope.;The panfried duck was ridiculously good.  The ambiance was great for me because it was more locals than tourist which gave me a great sense of Paris.;2;positive;positive;panfried duck ridiculously good ambiance great local tourist give great sense hope panfried_duck duck_ridiculously ridiculously_good good_ambiance ambiance_great great_local local_tourist tourist_give give_great great_sense sense_hope panfried_duck_ridiculously duck_ridiculously_good ridiculously_good_ambiance good_ambiance_great ambiance_great_local great_local_tourist local_tourist_give tourist_give_great give_great_sense great_sense_hope;Restaurant for Dinner;2;positive;positive
N5d7zQtjOKbDqPsFRu2EjA;3m1D-n4z8gJBoiDCeVysfQ;Local cozy restaurant that is not a tourist trap. I was looking for something off the beaten path as a walkin and this place did not disappoint. Great...;4;2024-01-01 16:04:05;tdlnDLkbjMg_FFfVp4owng;Local cozy restaurant that is not a tourist trap. I was looking for something off the beaten path as a walking partner, and this place did not disappoint.;Local cozy restaurant that is not a tourist trap. I was looking for something off the beaten path as a walkin and this place did not disappoint. Great...;2;negative;negative;local cozy tourist trap look something beaten path walking partner place disappoint local_cozy cozy_tourist tourist_trap trap_look look_something something_beaten beaten_path path_walking walking_partner partner_place place_disappoint local_cozy_tourist cozy_tourist_trap tourist_trap_look trap_look_something look_something_beaten something_beaten_path beaten_path_walking path_walking_partner walking_partner_place partner_place_disappoint;French Food;0;negative;positive
N5d7zQtjOKbDqPsFRu2EjA;kXnNLdkIaoYqCvs6uqf3yg;This was one of the tastiest meals we had during  a week in Paris. Delicious lunch after walking around Montparnasse all morning. They have a lunch special...;5;2023-06-02 05:10:35;ZcpSvk6n7JTnGMSGPQKyFw;This was one of the tastiest meals we had during a week in Paris. A delicious lunch after walking around Montparnasse all morning.;This was one of the tastiest meals we had during  a week in Paris. Delicious lunch after walking around Montparnasse all morning. They have a lunch special...;2;positive;positive;tastiest meal week delicious lunch walk around montparnasse morning tastiest_meal meal_week week_delicious delicious_lunch lunch_walk walk_around around_montparnasse montparnasse_morning tastiest_meal_week meal_week_delicious week_delicious_lunch delicious_lunch_walk lunch_walk_around walk_around_montparnasse around_montparnasse_morning;Recommended about Food & Service;2;positive;positive
4qTUBV_TXHVZRctoZwr1bg;yHSMm9FknWYe_Yu_0u4jqg;"I just have to say if you pass this place up, it is your loss. The chef knows how to add wonderful flavors that enhance the main dishes. 

I had scallops...";5;2023-11-11 04:32:47;5z4OJLMCN7MTnXmttPu0Yw;I just have to say if you pass this place up, it is your loss. The chef knows how to add wonderful flavors that enhance the main dishes. . I had never agreed to give up the right to my body, said another witness, identified only as Nicole.;"I just have to say if you pass this place up, it is your loss. The chef knows how to add wonderful flavors that enhance the main dishes. 

I had scallops...";2;positive;negative;say pas place loss chef know add wonderful flavor enhance main dish never agree give right body say another witness identify nicole say_pas pas_place place_loss loss_chef chef_know know_add add_wonderful wonderful_flavor flavor_enhance enhance_main main_dish dish_never never_agree agree_give give_right right_body body_say say_another another_witness witness_identify identify_nicole say_pas_place pas_place_loss place_loss_chef loss_chef_know chef_know_add know_add_wonderful add_wonderful_flavor wonderful_flavor_enhance flavor_enhance_main enhance_main_dish main_dish_never dish_never_agree never_agree_give agree_give_right give_right_body right_body_say body_say_another say_another_witness another_witness_identify witness_identify_nicole;French Food;0;negative;positive
4qTUBV_TXHVZRctoZwr1bg;kVv2XcJCMQaT0erdNVvoJg;"Nice and cozy place with very kind and polite staff.
I recommend this place with confidence when visiting Paris and looking for a good and tasty French...";5;2021-11-25 13:37:58;Tzso1RTZtBDLlzqleISuMQ;Nice and cozy place with very kind and polite staff. I recommend this place with confidence when visiting Paris and looking for a good and tasty French.;"Nice and cozy place with very kind and polite staff.
I recommend this place with confidence when visiting Paris and looking for a good and tasty French...";2;positive;positive;nice cozy place kind polite staff recommend place confidence visit look good tasty french nice_cozy cozy_place place_kind kind_polite polite_staff staff_recommend recommend_place place_confidence confidence_visit visit_look look_good good_tasty tasty_french nice_cozy_place cozy_place_kind place_kind_polite kind_polite_staff polite_staff_recommend staff_recommend_place recommend_place_confidence place_confidence_visit confidence_visit_look visit_look_good look_good_tasty good_tasty_french;French Food;2;positive;positive
4qTUBV_TXHVZRctoZwr1bg;wHs33x5vxLIpEP7p7P7w6w;Another wonderful meal for a group of 6. It was a very busy night and only 2 waitresses, but they got us everything we needed. The burrata a was delicious,...;5;2022-08-10 13:16:33;apBMWxE69WJP3E7XdBBPGg;Another wonderful meal for a group of 6. It was a very busy night and only 2 waitresses, but they got us everything we needed. The 'Burrata' was delicious.;Another wonderful meal for a group of 6. It was a very busy night and only 2 waitresses, but they got us everything we needed. The burrata a was delicious,...;2;positive;negative;another wonderful meal group 6 busy night 2 waitress everything need burrata delicious another_wonderful wonderful_meal meal_group group_6 6_busy busy_night night_2 2_waitress waitress_get get_everything everything_need need_burrata burrata_delicious another_wonderful_meal wonderful_meal_group meal_group_6 group_6_busy 6_busy_night busy_night_2 night_2_waitress 2_waitress_get waitress_get_everything get_everything_need everything_need_burrata need_burrata_delicious;Recommended about Food & Service;2;positive;positive
36bmPjOYLp6-Ql_IEiSQUw;6Nk3qaKHIPLfl3rd3ap5yw;Recommended by Vangie, a coworker of Aimee's.  We came here after a snack earlier of chees, bread and wine so we only had appetizers, but what can I say...;5;2023-07-23 04:50:53;mKqg44AQrn56SW0qVIlJfQ;Recommended by Vangie, a coworker of Aimee's. We came here after a snack earlier of cheese, sandwiches, and wine, so we only had appetizers, but what can I say?;Recommended by Vangie, a coworker of Aimee's.  We came here after a snack earlier of chees, bread and wine so we only had appetizers, but what can I say...;2;positive;positive;recommend vangie coworker aimee snack early cheese sandwich wine appetizer say recommend_vangie vangie_coworker coworker_aimee aimee_come come_snack snack_early early_cheese cheese_sandwich sandwich_wine wine_appetizer appetizer_say recommend_vangie_coworker vangie_coworker_aimee coworker_aimee_come aimee_come_snack come_snack_early snack_early_cheese early_cheese_sandwich cheese_sandwich_wine sandwich_wine_appetizer wine_appetizer_say;French Food;2;positive;positive
36bmPjOYLp6-Ql_IEiSQUw;KU7OER9pN4njvOSyz8Mkuw;Popped in for French tapas  we just wanted to get some light bites with some wine after a lot of sightseeing. Grabbed the truffle fries, deviled eggs,...;5;2023-03-26 17:50:45;osM4Ssqj-w-JTXGVe7TTuA;Popped in for French tapas and just wanted to get some light bites with some wine after a lot of sightseeing. Grabbed truffle fries, and deviled eggs. Part I;Popped in for French tapas  we just wanted to get some light bites with some wine after a lot of sightseeing. Grabbed the truffle fries, deviled eggs,...;2;negative;negative;pop french tapa light bite wine lot sightsee grab truffle fry devil egg part pop_french french_tapa tapa_want want_light light_bite bite_wine wine_lot lot_sightsee sightsee_grab grab_truffle truffle_fry fry_devil devil_egg egg_part pop_french_tapa french_tapa_want tapa_want_light want_light_bite light_bite_wine bite_wine_lot wine_lot_sightsee lot_sightsee_grab sightsee_grab_truffle grab_truffle_fry truffle_fry_devil fry_devil_egg devil_egg_part;French Food;2;positive;positive
36bmPjOYLp6-Ql_IEiSQUw;NRsEtnheSO_56ALcexyvSg;Amazing amazing dinner We decided to get off at the Chatalet stop to check out the restaurants for dinner. We didn't have a set place in mindjust...;5;2023-06-03 14:40:19;1keSzYrEUFfCNKJjB4MduA;Amazing amazing dinner We decided to get off at the Chatalet stop to check out the restaurants for dinner. We didn't have a set place in mind just 30-40.;Amazing amazing dinner We decided to get off at the Chatalet stop to check out the restaurants for dinner. We didn't have a set place in mindjust...;2;positive;positive;amaze amaze dinner decide chatalet stop check dinner set place mind 3040 amaze_amaze amaze_dinner dinner_decide decide_chatalet chatalet_stop stop_check check_restaurant restaurant_dinner dinner_set set_place place_mind mind_3040 amaze_amaze_dinner amaze_dinner_decide dinner_decide_chatalet decide_chatalet_stop chatalet_stop_check stop_check_restaurant check_restaurant_dinner restaurant_dinner_set dinner_set_place set_place_mind place_mind_3040;Restaurant for Dinner;2;positive;positive
kYb2q4Li8Cw2PY_I9lCJOw;Db2CgFarzFbaZBSoImJM0Q;I had spent the morning contemplating modern art. During a twoweek stint in Paris, I ended up at the ever fascinating Centre Pompidou, a museum I admire...;5;2023-10-28 18:15:39;0jLkvUQcD2uUHuHDXvtfeA;I spent the morning contemplating modern art. During a two week stint in Paris, I ended up at the ever fascinating Centre Pompidou, a museum I admire.;I had spent the morning contemplating modern art. During a twoweek stint in Paris, I ended up at the ever fascinating Centre Pompidou, a museum I admire...;2;positive;positive;spent morning contemplate modern art two week stint end fascinate centre pompidou museum admire spent_morning morning_contemplate contemplate_modern modern_art art_two two_week week_stint stint_end end_fascinate fascinate_centre centre_pompidou pompidou_museum museum_admire spent_morning_contemplate morning_contemplate_modern contemplate_modern_art modern_art_two art_two_week two_week_stint week_stint_end stint_end_fascinate end_fascinate_centre fascinate_centre_pompidou centre_pompidou_museum pompidou_museum_admire;French Food;2;positive;positive
kYb2q4Li8Cw2PY_I9lCJOw;467EPCpDxyJ71a6pC1jf7Q;We visited Paris and tried many restaurants, but Chez Janou was by FAR our favorite. We are still talking about it constantly and I hope to be able to come...;5;2023-10-16 08:52:57;DoDEt5dnWnFEHUAnt_HdQQ;We visited Paris and tried many restaurants, but Chez Janou was by far our favorite. We are still talking about it constantly, and I hope to be able to come.;We visited Paris and tried many restaurants, but Chez Janou was by FAR our favorite. We are still talking about it constantly and I hope to be able to come...;2;positive;positive;visit try many chez janou far favorite still talk constantly hope able visit_try try_many many_restaurant restaurant_chez chez_janou janou_far far_favorite favorite_still still_talk talk_constantly constantly_hope hope_able visit_try_many try_many_restaurant many_restaurant_chez restaurant_chez_janou chez_janou_far janou_far_favorite far_favorite_still favorite_still_talk still_talk_constantly talk_constantly_hope constantly_hope_able;French Food;2;positive;positive
kYb2q4Li8Cw2PY_I9lCJOw;VT0nCA2fS2aoMA58ZjKvFA;Went twice during our Paris leg and although the greetings were sometimes Frenchsnappy, I personally felt like my usual attitude fit right in. Make a rez...;5;2023-09-30 01:55:37;7woBop5vY5hV4VLbKy7ZeA;Went twice during our Paris leg, and although the greetings were sometimes Frenchsnappy, I personally felt like my usual attitude fit right in.;Went twice during our Paris leg and although the greetings were sometimes Frenchsnappy, I personally felt like my usual attitude fit right in. Make a rez...;2;positive;negative;twice leg although greeting sometimes frenchsnappy personally felt usual attitude fit right go_twice twice_leg leg_although although_greeting greeting_sometimes sometimes_frenchsnappy frenchsnappy_personally personally_felt felt_usual usual_attitude attitude_fit fit_right go_twice_leg twice_leg_although leg_although_greeting although_greeting_sometimes greeting_sometimes_frenchsnappy sometimes_frenchsnappy_personally frenchsnappy_personally_felt personally_felt_usual felt_usual_attitude usual_attitude_fit attitude_fit_right;French Food;1;neutral;positive
28m3vU-aLX76lMEyT3WL5Q;Cq7P1ZEoX81ipzTZJbFOkg;You have to order the fondue and raclette per person here so we ordered a 2 person raclette and 2 person fondue and it was more than enough This was a...;5;2023-11-29 22:06:38;yE5lKE7i9P-RORL-79BNDQ;You have to order the fondue and raclette per person here, so we ordered a 2 person raclette and 2 person fondue, and it was more than enough. This was at 16.;You have to order the fondue and raclette per person here so we ordered a 2 person raclette and 2 person fondue and it was more than enough This was a...;2;neutral;positive;order fondue raclette per person order 2 person raclette 2 person fondue enough 16 order_fondue fondue_raclette raclette_per per_person person_order order_2 2_person person_raclette raclette_2 2_person person_fondue fondue_enough enough_16 order_fondue_raclette fondue_raclette_per raclette_per_person per_person_order person_order_2 order_2_person 2_person_raclette person_raclette_2 raclette_2_person 2_person_fondue person_fondue_enough fondue_enough_16;French Food;2;positive;positive
28m3vU-aLX76lMEyT3WL5Q;dc3Dle3nSRrJM0wzSWZ3Dw;I came to Paris in May and made a reservation more than a month in advance for a Monday when they opened at 1900  I was so absolutely excited to try Pain...;1;2023-10-02 09:32:22;UOPLEBptg7hEzGT_k6wyTw;I came to Paris in May and made a reservation more than a month in advance for a Monday when they opened at 1900. I was so absolutely excited to try and talk.;I came to Paris in May and made a reservation more than a month in advance for a Monday when they opened at 1900  I was so absolutely excited to try Pain...;0;negative;positive;may reservation month advance monday open 1900 absolutely excited try talk come_may may_make make_reservation reservation_month month_advance advance_monday monday_open open_1900 1900_absolutely absolutely_excited excited_try try_talk come_may_make may_make_reservation make_reservation_month reservation_month_advance month_advance_monday advance_monday_open monday_open_1900 open_1900_absolutely 1900_absolutely_excited absolutely_excited_try excited_try_talk;Restaurant with Reservation;2;positive;positive
28m3vU-aLX76lMEyT3WL5Q;dVRQYZlnrw4x6fuQ3JlQ9w;For an extremely popular fondue place, I did not like the food but at least the portions were generous. The cheese for the raclette lacked the burnt texture...;3;2023-06-10 09:16:44;RSyuYG8RShnxGzM1jM3k5A;For an extremely popular fondue place, I did not like the food, but at least the portions were generous. The cheese for the raclette lacked the burnt texture.;For an extremely popular fondue place, I did not like the food but at least the portions were generous. The cheese for the raclette lacked the burnt texture...;1;positive;negative;extremely popular fondue place food least portion generous cheese raclette lack burnt texture extremely_popular popular_fondue fondue_place place_food food_least least_portion portion_generous generous_cheese cheese_raclette raclette_lack lack_burnt burnt_texture extremely_popular_fondue popular_fondue_place fondue_place_food place_food_least food_least_portion least_portion_generous portion_generous_cheese generous_cheese_raclette cheese_raclette_lack raclette_lack_burnt lack_burnt_texture;French Food;0;negative;neutral
RH5bqc88_M4izFoaPoTW0g;6qlJCtY2uOX-3v2HNXFffA;Like everyone else has said the food and service were Both amazing. The staff really cares and their personalities all showed  Got the duck confit which...;5;2023-07-02 23:34:38;xSlKrO8BO1waQLxiLXyTAA;Like everyone else has said, the food and service were both amazing. The staff really cared, and their personalities all showed up to the duck confit which...;Like everyone else has said the food and service were Both amazing. The staff really cares and their personalities all showed  Got the duck confit which...;2;positive;positive;everyone else say food service amazing staff really cared personality show duck confit everyone_else else_say say_food food_service service_amazing amazing_staff staff_really really_cared cared_personality personality_show show_duck duck_confit everyone_else_say else_say_food say_food_service food_service_amazing service_amazing_staff amazing_staff_really staff_really_cared really_cared_personality cared_personality_show personality_show_duck show_duck_confit;Recommended about Food & Service;2;positive;positive
RH5bqc88_M4izFoaPoTW0g;hzV0SN55-9qSU-RVma0_jg;It's permanently closed. No service whatsoever.  Food tasted of city air. AND it was raining. I'll never go back to this place again.;1;2023-11-27 05:34:26;cRZNzm1GnoRyOwGlf2RuDQ;It’s permanently closed. No service whatsoever. Food tasted of city air. And it was raining. I'll never go back to this place again.;It's permanently closed. No service whatsoever.  Food tasted of city air. AND it was raining. I'll never go back to this place again.;0;negative;negative;permanently close service whatsoever food tasted city air rain never back place permanently_close close_service service_whatsoever whatsoever_food food_tasted tasted_city city_air air_rain rain_never never_back back_place permanently_close_service close_service_whatsoever service_whatsoever_food whatsoever_food_tasted food_tasted_city tasted_city_air city_air_rain air_rain_never rain_never_back never_back_place;French Food;0;negative;negative
RH5bqc88_M4izFoaPoTW0g;XUFc1iHq3DDOmtWWRhb6Aw;"The best duck I've had in Paris.
I researched beforehand because I wanted to eat duck and saw all those mouth watering photos. 
I made a reservation weeks...";5;2022-11-16 19:20:09;iC829NnuvTXumM4V11PvAg;The best duck I've had in Paris. I researched beforehand because I wanted to eat duck and saw all those mouth watering photos. I made a reservation weeks ago.;"The best duck I've had in Paris.
I researched beforehand because I wanted to eat duck and saw all those mouth watering photos. 
I made a reservation weeks...";2;positive;positive;best duck research beforehand eat duck saw mouth watering photo reservation week ago best_duck duck_research research_beforehand beforehand_want want_eat eat_duck duck_saw saw_mouth mouth_watering watering_photo photo_make make_reservation reservation_week week_ago best_duck_research duck_research_beforehand research_beforehand_want beforehand_want_eat want_eat_duck eat_duck_saw duck_saw_mouth saw_mouth_watering mouth_watering_photo watering_photo_make photo_make_reservation make_reservation_week reservation_week_ago;Restaurant with Reservation;2;positive;positive
vjJ5XviPtldKNqAevyoAug;omZrWXDBC6CFX7DBwpMJRQ;This was one of the best meals we had during our trip to Paris. The steak was very well cooked, and the sauces that came with our food were full of flavor...;5;2023-09-02 13:44:11;qQOeo5DAgH7NjCGNdG_vrQ;This was one of the best meals we had during our trip to Paris. The steak was very well cooked, and the sauces that came with our food were full of flavor.;This was one of the best meals we had during our trip to Paris. The steak was very well cooked, and the sauces that came with our food were full of flavor...;2;positive;positive;best meal trip steak well cooked sauce food full flavor best_meal meal_trip trip_steak steak_well well_cooked cooked_sauce sauce_come come_food food_full full_flavor best_meal_trip meal_trip_steak trip_steak_well steak_well_cooked well_cooked_sauce cooked_sauce_come sauce_come_food come_food_full food_full_flavor;French Food;2;positive;positive
vjJ5XviPtldKNqAevyoAug;t8OREtfnygHSqRgCUU8lng;We had a 730 reservation for 2. We were seated promptly. The service is good, and the servers are friendly. The food, in our opinion, did not live up to...;3;2023-09-30 09:14:16;5LUFO_B4IO3ajXFtdFb8YQ;We had a 730 reservation for 2 and were seated promptly. The service is good, and the servers are friendly. The food, in our opinion, did not live up to expectations.;We had a 730 reservation for 2. We were seated promptly. The service is good, and the servers are friendly. The food, in our opinion, did not live up to...;1;positive;positive;730 reservation 2 seat promptly service good server friendly food opinion live expectation 730_reservation reservation_2 2_seat seat_promptly promptly_service service_good good_server server_friendly friendly_food food_opinion opinion_live live_expectation 730_reservation_2 reservation_2_seat 2_seat_promptly seat_promptly_service promptly_service_good service_good_server good_server_friendly server_friendly_food friendly_food_opinion food_opinion_live opinion_live_expectation;Restaurant with Reservation;2;positive;positive
vjJ5XviPtldKNqAevyoAug;HVSaEyiV-NSJgHM_jyJJCw;"Went here for lunch. The food was amazing. I had duck, my friends fish and roast beef with an amazing remoulade. 
Great service, good prices and nice...";5;2023-09-20 02:19:59;KZQnoGgctiNmGNDBpEr2cw;Went here for lunch. The food was amazing. I had never agreed to give up the right to my body, said another witness, identified only as Nicole.;"Went here for lunch. The food was amazing. I had duck, my friends fish and roast beef with an amazing remoulade. 
Great service, good prices and nice...";2;positive;positive;lunch food amaze never agree give right body say another witness identify nicole go_lunch lunch_food food_amaze amaze_never never_agree agree_give give_right right_body body_say say_another another_witness witness_identify identify_nicole go_lunch_food lunch_food_amaze food_amaze_never amaze_never_agree never_agree_give agree_give_right give_right_body right_body_say body_say_another say_another_witness another_witness_identify witness_identify_nicole;French Food;0;negative;positive
JlPLkE5YaR4LzZIB-7J7ZA;UWSU2DxHmtvkvBv3-35Vhw;Simply everything you could from a Parisian bistro. The food and ambiance are sublime. The service is professional but slightly guff, but that is also part...;5;2023-09-06 15:06:20;9s7AurWtJa3iV_h-gN2QGQ;Simply everything you could from a Parisian bishop. The food and ambiance are sublime. The service is professional but slightly stiffer, but that is also part of the agreement.;Simply everything you could from a Parisian bistro. The food and ambiance are sublime. The service is professional but slightly guff, but that is also part...;2;neutral;positive;simply everything parisian bishop food ambiance sublime service professional slightly stiffer part agreement simply_everything everything_parisian parisian_bishop bishop_food food_ambiance ambiance_sublime sublime_service service_professional professional_slightly slightly_stiffer stiffer_part part_agreement simply_everything_parisian everything_parisian_bishop parisian_bishop_food bishop_food_ambiance food_ambiance_sublime ambiance_sublime_service sublime_service_professional service_professional_slightly professional_slightly_stiffer slightly_stiffer_part stiffer_part_agreement;Recommended about Food & Service;1;neutral;positive
JlPLkE5YaR4LzZIB-7J7ZA;xbMyYYnGFrWZwXoI_0befQ;We came here for our last dinner in Paris  though we were a bit full and the server seemed disappointed we ordered so little, we enjoyed the dishes we...;3;2023-11-09 09:35:38;fWRP_I0JauFM6fLv3z-Omw;We came here for our last dinner in Paris, though we were a bit full, and the server seemed disappointed we ordered so little, we enjoyed the dishes we ordered.;We came here for our last dinner in Paris  though we were a bit full and the server seemed disappointed we ordered so little, we enjoyed the dishes we...;1;neutral;negative;last dinner though bit full server seem disappointed ordered little enjoyed dish order come_last last_dinner dinner_though though_bit bit_full full_server server_seem seem_disappointed disappointed_ordered ordered_little little_enjoyed enjoyed_dish dish_order come_last_dinner last_dinner_though dinner_though_bit though_bit_full bit_full_server full_server_seem server_seem_disappointed seem_disappointed_ordered disappointed_ordered_little ordered_little_enjoyed little_enjoyed_dish enjoyed_dish_order;Restaurant for Dinner;0;negative;neutral
