business_id;review_id;text;rating
HFgz1aeAIpm4eA_-kH8t7A;GV2_ZimIAEgK05wd5gDqbQ;"We wanted a nice dinner while in Paris and this restaurant was recommended on an app, so we made reservations.  We had a great evening. 

The food was...";5
aYE31_EmEW0Nu5-xlF93OQ;mkE_1Js5FFTYvKsqbxgCVw;"This is the third of the ""Le Cambodge"" series of restaurants - the first two are on the other side of the Canal and one of them was unfortunately one of the...";5
aYE31_EmEW0Nu5-xlF93OQ;BKDJFIEEUjxjwPMpgFt1Lg;You know a place is popular when they open another location only a block away. Sadly, unlike the other location, this one doesn't have Luk Luka - a dish...;4
aYE31_EmEW0Nu5-xlF93OQ;Jdk8NjMGAX0BcPI21a2KsA;Nice place. Very good and healthy food - also the portion is really big so if you are hungry is a very recommended place to go.Awesome customer service....;5
J1uJVDBqr9SbXz0RnUG-tQ;IoOtFh5P1xnt4H5zELNq9w;I had really high expectations after looking at reviews and pictures online. Unfortunately, the tasting menu they had when we went didn't measure up. It...;4
J1uJVDBqr9SbXz0RnUG-tQ;s-zsjGBnN6mZG4XvOQWu8w;A pretty good address ! The 3-course menu at €65 is a good deal. The dishes are well executed. The menu offers vegetarian options as well as 2 meat options...;5
J1uJVDBqr9SbXz0RnUG-tQ;k3eBhBR1Z5H2CP8FqDHDjQ;Thank you so much to Julie and Benjamin for such an enjoyable experience! Genuinely had a great time conversing with the staff. Meal was well paced and...;5
Xh16xM655GFnFdGAXMGiFQ;lREB_KTJ-qwIIU-IlSAU_w;Five stars for food, service and ambulance!  Loved every bite of all three courses. Wonderful lady serving the beat food in Paris. Must come place.;5
Xh16xM655GFnFdGAXMGiFQ;w_sFhV2xynO48M2cpe1kqA;I found this place on Yelp after seeing all of its fantastic reviews, and it did not disappoint. My girlfriend and I had the beef stew and chicken with...;5
Xh16xM655GFnFdGAXMGiFQ;XITjp9J7VqX9mIv5UytEmQ;Food was great. The service was great. Plane on staying for 1.5 hours to eat your meal. It's all paced out perfect.;5
KggnM_Z4wOa_JExunaaWHg;AOoi78nadsUKLpN6GI7sOw;Great hidden gem in Paris and the waiters are cute!! The desserts are fab as well.  Great local spot.;5
KggnM_Z4wOa_JExunaaWHg;TWTjzcZuX-S2w9-CuP4S_g;Definitely a great atmosphere with wonderful staff. The food was good. A bit underwhelming. We had the French onion soup which was OK. Not a great amount of...;3
KggnM_Z4wOa_JExunaaWHg;ITFygfy_jeddR5mIvE9UIw;"You guys, my first review of this place is 5+ years ago and I've been back as many times. It's a bittersweet place because it's my ""last night"" dinner....";5
e3LQ6AyQutKRM7ETJaa4Vg;ijinr6mR0w7rYACbHCb7IQ;Stopped into Norma for a pre-dinner cocktail.  I was amazed a joint like Norma's existed in the far reaches of the Marais.  Ten years ago, this area of...;4
7U2kAaO_PdsTzInfFDk5ag;kiKrthO-lpElgbDs1ZozeA;We had a great dinner.  We were looking for an easy dinner after arriving today. The chef is a talented young woman - so we were told at Le Bristol.  It...;5
7U2kAaO_PdsTzInfFDk5ag;rZ7pSt2nkIS13hN--RzpJA;Phenomal, both food and service. We randomly came here last week because it was close to our hotel. We lucked out on a busy Friday night with a small table...;5
RpKOe8ImcDJCgrNL3nhJRQ;7HLH5f7TIeBu8e0UV_TlGw;"A very nice cafe to sit and enjoy the Paris life.    
The inside is old fashioned with wood and a bar for service.  But the area where everyone sits is...";4
RpKOe8ImcDJCgrNL3nhJRQ;2BXH_4YhZjT8GoanDVigow;Amazing! Escargot (which was a first for me) was perfect! Waiter was kind, especially with me struggling in French and it was very non touristy ... just a...;5
RpKOe8ImcDJCgrNL3nhJRQ;FLypHXcT1o1b2gGG7TPSKw;I ate here many years ago, when I lived in Paris.  A local place where I could eat well, without breaking the bank and a nice break from the...;1
uKsu_bgj3Bab-T9IpOrpXA;A8RNBOJdbKeftAnXLp8Zgw;Found this place on yelp and decided to check it out. The ambiance was great and the staff was super helpful with the menu as neither myself or my friend...;4
uKsu_bgj3Bab-T9IpOrpXA;c-jVDQ7acAS9XZFEcpeHWw;Lovely spot. The food was excellent, restaurant is cozy and the owner is super friendly. Fun music. Nice neighborhood joint -- Pojo reminds me of Brooklyn a...;5
GaF_pEiWS9jaLBl7It4NPg;piPqwskYSzQOPxPd9_OQFQ;A lovely place in the Marais, within the Hoxton Hotel.   I am usually not a big fan of big-hotel restaurants...not because they are necessarily bad, but...;5
GaF_pEiWS9jaLBl7It4NPg;7s7_pi4T4lxWaeTj4dMv3w;Located inside Hoxston. Service was quick and polite, this place has a chic hotel vibe and a lot of foreigners. We mostly had cocktails which were very...;4
GaF_pEiWS9jaLBl7It4NPg;YqSBxzRExAQ9BbXimMT8MA;We loved our time here! We chose to sit on the patio with the atrium greenhouse style atmosphere. The service was fantastic and the food just as great! I...;5
c89IQ0D6xXiSMvzLaBJt8Q;Urb2OaitpvtOQDaIptCmwg;Amazing place, service and the food is to die for, not to mention the great playlist! Would highly recommend;5
c89IQ0D6xXiSMvzLaBJt8Q;a8Tho8XAWxdOINaSnWGHjg;"We ordered an assortment of tapas including paella, tortilla, pollo croquette, patatas bravas, poulet y chorizo and some other delicious foods.  

Certainly...";4
c89IQ0D6xXiSMvzLaBJt8Q;c5mO9Mz6pWxE3BQeZwNrGQ;GREAT food, AMAZING agua de valencia sangria and AWESOME staff!!  Omar & Elodie were soooo much fun!  Loved that we found this Spanish tapas spot!...;5
lp-N_zs1dsUfa28CKun2mg;-UrkKKMcexJlTVES1YfgZQ;My friend who's been at this restaurant a few years back dragged me here for a lunch break even though it was a bit out of the way from where we were...;5
lp-N_zs1dsUfa28CKun2mg;naHUXSWi-N96RZHLpPohig;"After a delayed and missed flight (my fault) we were very tired and wanted to have our first meal in Paris.

Since I am very fond of the Cambodian cuisine...";3
lp-N_zs1dsUfa28CKun2mg;qPtVQo2EzTkIxFb34w-VuQ;When we found a Cambodian restaurant in Paris, we had to try it! We didn't expect the restaurant to look so classy and couldn't find it right away! They...;3
K_GEE-rokTt1u1OORgu1tw;mP__ghs8fH7DzsQf_hzdZg;"We headed here just before lunchtime opening  to see if there was availability. 

Lo and behold, Chef Philippe was sitting in the front with the staff for a...";5
K_GEE-rokTt1u1OORgu1tw;qG7iAAB9qd8dzIurG6S0TA;Delicious soufflés are served here at La Cuisine de Philippe! If you want to the real deal, this is where to go. Anyone who is anyone knows to order this...;4
K_GEE-rokTt1u1OORgu1tw;onErDFvZQ9zybJN-eWDMaw;La Cuisine de Philippe was our first dinner in Paris and it was a good starter to all the great French food we would eventually eat during our trip. Like...;4
jKLE2BSO66kTjoxdZIIa5A;vDa7_Qrc5DObxhmTsd8GCA;I had very high expectations for this restaurant because of the abundance of positive yelp reviews. I assumed that this Japanese restaurant would be...;4
jKLE2BSO66kTjoxdZIIa5A;lCQqI7AguL8fyoUWlniqaw;Was excited to come here due to all the positive reviews and the menu offerings. We arrived just before 7 on a weekday and there was no wait, the downstairs...;3
jKLE2BSO66kTjoxdZIIa5A;nGagbXpR3NHX7YIWTLQW7A;No frills little place. Food is hearty and straightforward, flavors are a little muted. Service is prompt. Overall a good experience.;4
9E-tzFLMrjXMpKD4AgIoYw;Vre2VqUJX0Zv5I31TLrCSw;"I really enjoyed these tacos, I have heard that mexican food in Paris is always a hit or miss, this was definitely a hit for me.. delicious 

Get the pollo...";5
9E-tzFLMrjXMpKD4AgIoYw;VLkbX1dFKpas_Ute3Az8GA;My father in law thinks eating at this restaurant may be the most foolish plan I have ever undertaken in France. He doesn't like Mexican and can't imagine...;5
9E-tzFLMrjXMpKD4AgIoYw;7hQyP3TMeif6v0LJJkQM9Q;As a Mexican American living in Los Angeles, I had a craving for Mexican food.  I went on Yelp and found this place and it did not disappoint. The food was...;5
snqZMUD_7QynNpH_BJhrkw;Kgh53LMY4Z1e6LYNMN2muQ;I was trying to find my review for Essaouira and didn't realize I didn't write one? So, disclaimer that this review is from when we had dinner here years...;5
snqZMUD_7QynNpH_BJhrkw;Z6voSpgvOlBe4hfXDWIowQ;A chic Moroccan restaurant. The moment you walk in, you will be struck by their impressive decor. I know nothing about design but I appreciate craftsmanship...;4
snqZMUD_7QynNpH_BJhrkw;Li4U0SqRO21aCU5gua5B5Q;Beautiful restaurant and decor.  You feel like you've been transported from Paris to Morocco.  Tried Moroccan food on the recommendation of a local.  A...;4
1EwNq2d8M78EG1S6I7UXBA;NDhSqXFIawaCQnDYQz7IaA;What on earth? As a Parisian stuck in a touristic area to have dinner with my daughter I was hedging the risk. This totally exceeded expectation. Gosh this...;5
1EwNq2d8M78EG1S6I7UXBA;nArSvdGQUCFz7FcmgC8y7A;"3.5

Service was excellent; and the staff was tolerant of our non-French. They said potato like this ""PA TA TA"" - we thought it was actually awesome! 

The...";3
1EwNq2d8M78EG1S6I7UXBA;r7nLoCG2YBtyaiPUkD-zLA;Went to this restaurant that is placed beautifully near the Eiffel tower. the server instantly greeted us and got us seated (it was busy, so make sure to...;5
6WZd8cIbOf6rvh1ffWExJA;VxP2IkJ7_gSPMl8lTGeAXg;"FR
On visitais ce restaurant parce que j'ai voulu manger des pancakes. Il n y'a pas des pancakes là (merci Google et le site web) et l'autre restaurant que...";3
6WZd8cIbOf6rvh1ffWExJA;Ycwie2BdNONOz9NIaYWCFw;"My favorite thing to do when visiting a new city is to see if they have an ""Australian brunch"" spot. They're always the absolute best -- colorful, fresh,...";5
6WZd8cIbOf6rvh1ffWExJA;VfdK2SpRKfIg3RJUYTWF_A;We had an absolutely amazing breakfast at Loulou! This was our first breakfast in Paris and we couldn't have been more impressed. First off the entire place...;5
PZzbYlIHTkTyfjurC0sH2g;dGFpRjeO4sxwyhCJjpBi5g;Loveddd !! The people were so friendly and accommodating ! Food is fresh, delicious, and flavorful. Really liked the super pollo so I had it twice, once in...;5
PZzbYlIHTkTyfjurC0sH2g;XwaPKrQKglZx_3aulgSQQQ;Just what we needed after a week in Europe far from California Mexican food.  It hit the spot!;4
PZzbYlIHTkTyfjurC0sH2g;jmeKGuO9seFkNrHzL0-9rg;Yeah, damn tasty. We came here 3x out of our last 3 days in Paris, walking from the 1st Arr (like a pilgrimage). The staff speaks perfect Spanish and...;5
BvC_O7iWXp9vVTSBKxmMPA;jY9ZfqN1OCpqNrPV2DalHg;Were here for a late lunch. The menu is very short but great. We ordered ginger beef tartar and veal cold cut toast. Both are wonderful. My hot drink...;4
BvC_O7iWXp9vVTSBKxmMPA;PqZxRDd2ll4WTfnlbCheKw;Beautiful French restaurant! Was recommended by the hotel we were staying in and I was not disappointed!! It's about 40 euros for an appetizer and a entree...;5
BvC_O7iWXp9vVTSBKxmMPA;OFASCcyP91oDiCoG-XU9Qg;You can't beat this location - directly across from The Louvre and within walking distance to everything you might care to see in Paris.  Tons of nearby...;5
CPy8rmc-iCi9b0qPJFNklw;YLBhCPzzXtIYZMRBPFEYzA;Delicious, great vibe, lovely place...in spite of our making an error in our reservation, they accommodated us without a fuss. The place was packed with...;5
CPy8rmc-iCi9b0qPJFNklw;3xomX2AmWy2DQYqZldHi1A;"Back in Paris for a short 24-hours. Where did I go to eat?! Oh yeah!

Absolutely the best place in Paris. The food is impeccable. The service outstanding....";5
CPy8rmc-iCi9b0qPJFNklw;UuXcMklLlXfLfgxnwkOOtA;During our recent visit to Paris, my wife and I had the pleasure of dining at Le Petit Pontoise. It was the highlight of our culinary adventures in the city...;5
VCVIsikD6U-rBbnzIBGUMQ;mZldNuTxAC4H6ma4t_1Zng;This place is amazing. The fresh sandwiches, pastries and desserts are not over priced. The staff is friendly and helpful. We stayed at the hotel across...;5
VCVIsikD6U-rBbnzIBGUMQ;1mvOZ6TF1qN5jU8Eh0jGXw;Amazing French baguettes that will make ur mouth water. Beautiful pastries. Reasonable prices.;5
VCVIsikD6U-rBbnzIBGUMQ;0QCnNHq2z4pHpiTR6WMhOA;Great bakery with delicious treats and snacks. Price is fair and service is good for France;5
HLrXDnPnsN7L8S-4TDKgQQ;4cK0macFXds-3Wiobphffg;"Chicken was moist, seasoned and crispy.  Also Bacall was great! 

Cheap but good Portuguese food !";5
HLrXDnPnsN7L8S-4TDKgQQ;AWnWs76f8QpOicPir_3rDQ;This place is a must! The sauces alone make it worth it! If you are looking for great flavors and good service this is your spot. The lunch special was...;5
HLrXDnPnsN7L8S-4TDKgQQ;1MZrWBxvsokw-BqYR-tjqA;Really great Rotisserie Chicken, nice tostas and good pasteis de nata from a small upbeat snack-bar type of joint. Few seats - reservations for dinner are...;4
-_Inh2DBEjCCnyAUXQpjJg;DQwoK2Li2s7LWiLoH9GPOQ;Perfect for drinks and desserts or whatever is soup of the day even light dinner on ile de la cite blocks from the seine and notre dame and saint chapelle....;4
-_Inh2DBEjCCnyAUXQpjJg;MootlJzggyACEWlCGiT4lw;"Loving Paris food

We were early for our visit to Sainte-Chapelle because we didn't stop anyplace for breakfast.  Les Duex Palais became our unplanned...";5
-_Inh2DBEjCCnyAUXQpjJg;kEmwU9MIEaK1rZ54VaAwjw;We came for a light dinner and desserts.  Everything was amazing. Our waiter was very nice and helpful. We spoke no French and he was able to work with us....;5
Tg6J8yR-nV9ZUEwDDiELTA;YCQwltl4a7w3z8MIJ-T8Cg;Anyone know why it is called Rene Was Rene an owner before??? I am curious because I have heard a story about someone who owned restaurant in Paris before...;5
Tg6J8yR-nV9ZUEwDDiELTA;uX1KqueXBHSw5Uz_vcExJQ;My fiancé and I went to Chez René per the recommendation of a foodie YouTube video. Chez René was bigger than the usual French restaurant, so it looked like...;4
Tg6J8yR-nV9ZUEwDDiELTA;kI0RrzrDApS2tTf0_GQ4tg;"Nice Traditional Cafe
Greeted warmly upon our arrival for our 12noon reservation.  By 1pm the restaurant was packed. English speakers, including Daniel of...";4
lR9YOdYmraKzdYHphxiuJQ;AVCwSXoFM1MW4BprQR2Lgg;Great menu, excellent service. We had the Aperol and Campari spritz and they were amazing, ordered several. Hit the spot right after visiting the Louvre and...;5
lR9YOdYmraKzdYHphxiuJQ;do8r2hoerqr4-C5kozMthQ;Terrible service: we got inside and sat down, and no waiter approached in 15 minutes. The waiter acted like we were a burden to her, just for setting the...;1
lR9YOdYmraKzdYHphxiuJQ;SjwUM8d3Nc-mZ7UZX1dXVQ;Really cool spot corner location nice breath from everywhere food is good after all it's Paris enjoy.;5
FXCx3Tuj8NJfCKPHJzyakg;NulMRuJCkMkKeWUQUzbtsg;"We had the sushi course at the sushi bar, reserved one day before. The service is just excellent
Sushi is okay in general. The fatty sushi roll and the...";4
FXCx3Tuj8NJfCKPHJzyakg;JMo-GEMir8ACH4QPKUFWiQ;"The finest Japanese cuisine in Paris !
We ate in a private room, the service was excellent, really available. 
We drunk for the first time a white Japanese...";5
FXCx3Tuj8NJfCKPHJzyakg;lfKfrsu_4LpI52_fmu8T6A;"Recently opened in Paris, this Japanese restaurant totally blew our minds.
Service is simply ""extraordinaire"", so friendly, discrete and efficient.

We made...";5
vEfe8aw5a1UpheitDslyGg;RMl8k2ExTMdgcBbMWGXShw;Came here for my birthday and had an excellent time. I was a little worried eating out with our 2-year-old and 5-year-old, but the staff at Le Petit...;5
vEfe8aw5a1UpheitDslyGg;4sRrI8t8oZ3HrJsHnD_RTQ;My in-laws recommended we come here for dinner. If you ever wanted to experience eating leisurely out on the street while watching people stroll by this is...;5
vEfe8aw5a1UpheitDslyGg;HZrdo-3UedO8QYcboBeSng;This tiny place near Notre Dame and Shakespeare and Co felt a bit touristy for me. Location, obviously makes it a spot. It's an amazing old building and the...;4
IE7V3NYxmyC_iD8LeDsT7Q;jDU_FSVwj4urEyZdo2Lyyg;I loved the Olivier salad. My kids loved their borscht. Mors drink is refreshing sour sweet drink. The service was amazingly fast. The lady was very attentive.;5
IE7V3NYxmyC_iD8LeDsT7Q;YVB5xPYlKPLkPjmq8NKHcg;Although I only came here in passing and didn't get to try a full meal, I did get to try their Medovik (Russian honey cake) and it was delicious!...;5
IE7V3NYxmyC_iD8LeDsT7Q;v6R3nzurETgWGHgMagDcBg;The setting is beautiful. Chandelier, Russian memorabilia. It was perfect weather to sit outside. I had the discouvert Menu. Salade Olivier (peas, potatoes,...;4
vCy73lpmXz0Pa4BuEyPzUg;4Z8ofcEZhTLoHjhq4m2_DA;Great spot for dinner or drinks and kid friendly. When visited, it was a little drizzly and the waiters moved our table many times to make sure we were in a...;5
vCy73lpmXz0Pa4BuEyPzUg;FRpX5eG65b7Fw9ALcCYDpw;Came back to this place because I was sucked in by the French onion soup. This time in the mood for a steak.  So I ordered the $29 steak with frites.  My...;1
vCy73lpmXz0Pa4BuEyPzUg;DyroUZfIOEBGR-HDG_zPsw;This is not worth the 4 stars on yelp. It's definitely a 3 star restaurant. We ordered the snails, French onion soup, and a speciality drink to start. The...;3
uhsFRaVU5MVNbUfllhANEw;ZvH_7niJTsmJC83iwoB6Yg;"I never imagined myself going to Paris to eat ramen, but sure enough I did! 

When asking some locals for some food recommendations, many suggested checking...";5
uhsFRaVU5MVNbUfllhANEw;GrbfiWZUrbzLJ36LWSh4gQ;Yes there is an Ippudo in WeHo and no I never go. Ippudo has become some what of an international tradition for me so I always go if there is one where I'm...;4
uhsFRaVU5MVNbUfllhANEw;0DcGtOXHnP5zqRyrgYbEFQ;"Great food, okay service; recommend if you like ramen; basic restaurant set-up, typical to very good Asian restaurants";4
g9Czar9Jr5s6V_hW6YfErQ;YGm95Mn-TZjqwvUjuzJ2zQ;We came early for our 12:30 reservation during opening at noon, and we were the first customers in. The funny maître d' sat us against the mirrored wall,...;5
g9Czar9Jr5s6V_hW6YfErQ;7aoZOvMb_o5HDIUQ0VDusg;Wonderful neighborhood bistro with excellent classic dishes such as duck confit, beef bourguignon, crème brûlée, French fries and others. You must checkout...;5
g9Czar9Jr5s6V_hW6YfErQ;1VTAOtSxMODG2q5yvhgoug;"Another perfect Bistro.
In the 7th, one block from the Seine on a quiet street lies Le Bistrot de Paris, a beautiful period restaurant serving classic...";5
hJIZV85BqdcNXA2Nh9WLCQ;WHLzAbHjXoYhUluGQPEUKw;"I'm on vacation in Paris on vacation.
I wanted to get a burger on my birthday 1st of January and I found Big Fernand. The burger was Absolutely Delicious!....";5
hJIZV85BqdcNXA2Nh9WLCQ;ZQ3BGYVyh29UxZbtiYTa8g;These burgers are so good...like really good. The staff was very friendly and helpful. The menu was available in English through a QR code and the prices...;4
hJIZV85BqdcNXA2Nh9WLCQ;F6JDtSND8Kel2SM6lIBvDA;Big Fernand was super busy when we visited for a quick bite before touring the Lourve. The food was freshly prepared and hot, but we unfortunately weren't...;3
dolqflLk3Q7JpLthmo-6Pg;QChCYrCkQfFaJ9zIA5VNlA;"I could not be more thrilled with this recommendation that came from the concierge at Hotel du Louvre!

This was our first dinner after landing in Paris and...";5
dolqflLk3Q7JpLthmo-6Pg;lCpiaNj--2V4YGFdk8oMqQ;Decided to go here for our last meal in Paris. It was good but overpriced. Honestly enjoyed their uncooked items the most. The charcuterie, cheese and...;3
dolqflLk3Q7JpLthmo-6Pg;16a3auoZ2jwTDQYjeSkKiw;This place is highly recommended by a local friend if you want something special and authentic French food. They don't have English menu, and not every...;4
MqdwabesLORy1qtSiv2NKA;Xp361t_COxFd0GBH1QqNow;"We loved this place! Everyone was so cute and friendly, and the food was fab!

The only thing I'd recommend is arriving a bit early. We had 9:30...";5
MqdwabesLORy1qtSiv2NKA;jDHH2ADSLgq5ON7HkmeYAw;Yes, yes and yes. This place is a MUST GO to when visiting Paris. Started with escargot chips which were the best I had all trip and duck French toast. Got...;5
MqdwabesLORy1qtSiv2NKA;ttr_zTjOBo3RCCWb8Wq_sA;It is no exaggeration when I say, every bite of every dish we had here was delicious. Down to the last morsel, was a gratifying experience. I think their...;5
K-cAB9sz9UoopOP0APEi0g;bZUqSg790HWaCMJMD-3-xA;This place so cute and service was excellent! Also gave the best recommendation on what to order. The food we ordered was superb! Would definitely come back...;5
K-cAB9sz9UoopOP0APEi0g;VtVi7N47gCdJ2eLXIi3iaA;The food is quite good, even if the scallops were horribly overpriced for the tiny portion and the steak was similarly tiny. The spinach salad was literally...;4
K-cAB9sz9UoopOP0APEi0g;_Jh2m1RArgLjlvs--OL9Jw;Came to dinner here at 8PM on a Monday night while traveling in Paris. We didn't have a reservation but got seated outside at a high top table right away...;5
VcZ_db1U796FnxNBoiYl-w;-r_Dw7yTiQgPJS6NTr14Bw;"Made a reservation for dinner and had a great meal here. My boyfriend and I ordered:

+ Beef cheek croquettes
+ Veal brain (!)
+ Daily catch
+ Beef tartare...";5
VcZ_db1U796FnxNBoiYl-w;84VtSEdrtSHYdOOK7ZSAGQ;We went to Clown Bar on our first night in Paris! The food was absolutely amazing. The staff was very friendly and spoke English to us and helped to...;5
VcZ_db1U796FnxNBoiYl-w;G0KqXezlet6WU14-YobZqQ;I had a lovely meal at Le Clown Bar during my trip to Paris--it was the only place I made a reservation for, and as a solo diner I was very pleased with the...;4
YRxVeyRnXe5S6plDtTjapw;gzz7ljGrV0Rzb93K-CK_ZQ;Outstay tiny restaurant can accommodate about 10 people tops. Delicious good and amazing, friendly servicer by a very sweet older woman (owner) who insists...;5
YRxVeyRnXe5S6plDtTjapw;QB_xSAV-l1RfeoXylcp1PA;Great secret place to get food. This is a very cozy cute hole in the restaurant. They only have 4 tables. The owner is very nice and friendly. I got the...;5
YRxVeyRnXe5S6plDtTjapw;zvHZ-abIYt1iPmZCJ2FoRA;Was searching for cheap eats in Paris and this came up on Google. Not what we were expecting when we walk in. This place is what you think of when you think...;4
p2GMgZVjGWfp9Osi6c9hNw;ytkHnF_-kmyttL-jqtnTdg;Came here because I was craving some Chinese food after having so much French food. It definitely satisfied the craving. They have an English menu and a...;4
p2GMgZVjGWfp9Osi6c9hNw;XW31e9a5vaiT5xAKsY--bA;"Dim Sum in Paris. Shoot why not?

Reviews were great. My husband loves dim sum. So we figured let's go get some.

For us, it was A-OK. Probably tasted...";3
p2GMgZVjGWfp9Osi6c9hNw;0xV6ZvgImIDwehjwm_CrRQ;"The dim sum has a lot of carb, no real meat in it. I was looking for shrimp dumplings but there is no shrimp in it.

The main dish is similar to the take...";1
VkF15jZQe3bYZdYK-irgYw;nveVD0uXQrewrSJ7J6C89Q;"Very good. Found this place since it is right below our Air BnB apartment. 
Wonderful staff, great service. We were able to dine one night without...";5
VkF15jZQe3bYZdYK-irgYw;WeArCnOtEospNqBfLaJnfQ;"Finding good Thai food in the city is tough, thankfully Yelp steered me to a legitimate spot!

Late night spice cravings had me hitting this spot two nights...";4
VkF15jZQe3bYZdYK-irgYw;8Gr7jC7PFMwAgL8HgSfoew;The kids were ready for a break from French food, and to be honest, so were we. Bien Bien was just what we were looking for. Super friendly service, great...;5
AC1kZQe8ZJpqvB2ed7MWUg;8-JVkGzzBewNPaqUdWAcJw;I wanted to hit Phil Rosenthal recommendation (I'll Have What Phil's Having), Le Comptoir de La Gastronomie because not only did Phil recommend it, it was...;5
Z5axFBqFr1WeUc2UjLW5Ww;dCI89yJfBbO555tC2IACTg;Easily one of the best meals I have had in Paris in my four years coming here. Quiet, cute, romantic, great service and amazing food. You are immersed in...;5
Vt9_m0v7UyD5HV9s03n_yw;j3DsiISmzvpPpODEJ15UFg;Absolutely loved the food and unique mix of flavors, as well as the incredibly fun atmosphere! We coincidentally visited during the Rugby World Cup, and...;4
Vt9_m0v7UyD5HV9s03n_yw;7z1P2_SU4QURqBKNZnc19w;"Very Frenchie  in the heart of montmartre. It has a windmill and outdoor seating out of a postcard, Any questions?

Besides Ala carte they have a pre- fix...";4
Vt9_m0v7UyD5HV9s03n_yw;Ikk_CzzVIHmAtLmgDKz8tA;Stunning restaurant close to the Sacré-Cœur basilica in Montmartre. If you're looking for a haven from the crowds at Place du Tertre, you've come to the...;5
ZcmC2dyO-PT_vagdmx3u9g;e5TZKN3UwT62lBKuntwo_Q;During a recent visit to Paris my partner and I were super thankful to have Kitchen close by to our hotel in Marais. The space was cute and the food tasted...;5
ZcmC2dyO-PT_vagdmx3u9g;Oevjci8z7YFYRury7eyMrQ;Incredible service and food. The boss really knows what the customers wanted even know sometimes we don't know what we like to order. The owner speaks...;5
ZcmC2dyO-PT_vagdmx3u9g;ghOYgsY6he43fM1nzdzLvw;Like many restaurants in Paris, it's small. Maybe seats 15 and that's only if you sit with others in one of only 4 tables.  I visited for breakfast...;4
g-4q0Kyp5bvGWhKjKnRSMw;3P2ywOpZo1eK0LnZ5kimTQ;"Very nice place to enjoy mexican food. We went there to celebrate a special occasion and we were well served. Nice team. 

We booked via an online service...";4
g-4q0Kyp5bvGWhKjKnRSMw;DBnQa5McBaItfw8YJ0L4Eg;My family really liked this restaurant. The music was typical, including some Selena hits! The food was tasty, too. We are from the US and found the food to...;5
g-4q0Kyp5bvGWhKjKnRSMw;0u7wFj7uxUsY4gCak7dTeg;I was so disappointed by this place, it has the decor, the ambiance, the Mexican mariachi band music, a great waiter/barman (who brings it up from two to...;3
Uf8RS4F-yJx-LUQ1MzlywQ;QHH0vxn4LMqv4hXUOll5Xw;I made reservations for my partner and I before reading reviews here and honestly was a bit scared to get turned away at the door as others had. But we had...;4
Uf8RS4F-yJx-LUQ1MzlywQ;PfLekXzIfLNriWqlgX2FQg;"Good Ambaince.

We got seated in the far back. With another 6 plus group of diners. Waited 25 mins for ANY acknowledgement from the server. The music was...";1
Uf8RS4F-yJx-LUQ1MzlywQ;EmXp4fE5VI-oTlmQb23bWw;Cafe de l'homme is a true gem in Paris. Dining there during Christmas with a view of the Eiffel Tower was enchanting. The breathtaking backdrop added a...;5
fBFIypJu-SpiJiRzo3yUWQ;CsW7cup4DgkE23EH3ZEPdA;The food is exceptional, the service is a travesty. We had  9:30pm reservation within minutes of being seated we were asked to order our entire meal before...;2
fBFIypJu-SpiJiRzo3yUWQ;bHPA4MAXEdEWAar_tWhAcA;So good we came here twice during our 3ish day stay in Paris. Literally the best meal of my life. What's so magical about this place is everything that...;5
fBFIypJu-SpiJiRzo3yUWQ;iQ3auwHc27ShakynOWp9uA;It was so cute  when we first found it that we booked a table for the next night. Liked the meal so much we went back the following night! Delicious food...;5
a2IZN0lGzNoQSqG3GHASxA;R4o8nKIVuPLWqDOaJM_ouw;Really bummed we could not try this place.  Went to Dilia with a reservation and email confirmation in hand.  When we arrived, the host was confused and...;1
a2IZN0lGzNoQSqG3GHASxA;SzJwt7TbaHYXOxszuCrrAg;I live and workin Paris and often eat out... but never in the 20th. However, a colleague was staying out there and I found Dilia for us to get together for...;5
w5PJS5z4h48_jHkbsdWxMw;NkjZkxhyK1XbohGgbFEqxw;"You order on a little clipboard picking out your meat (or fish) then deciding if you'd like fries/veg and any sides and one sauce.

I ordered the steak...";5
w5PJS5z4h48_jHkbsdWxMw;LPvrzH4xo5wu7dbepYzR9A;I past this place several times while in town and always see a lot of people eating here.  I had the salmon with vegetables and everything was quite...;5
w5PJS5z4h48_jHkbsdWxMw;F96vItWSef__1sDYiXZvEA;Fermier Gourmet takes casual fast food to a whole new level. The menu is pretty straight forward, pick your base (plate or burger), pick your protein and...;5
WB1utjS0AXshsx-FvsJGYg;y7y-xBbmPQFFd87vMlgGSg;Traditional French cuisine and very good. The service not so much, very disorganized, totally ignored us for 45 minutes while people who just got there got...;4
WB1utjS0AXshsx-FvsJGYg;5LQ-R4fdDrbNxns9vI0-lw;Made a reservation exactly 30 days in advance(when they start accepting them) as we had only one free day to experience one of our favorites. We arrived...;5
WB1utjS0AXshsx-FvsJGYg;eVjZOchpAt0pEfbWdFODwQ;My husband and I went here for the charming atmosphere and returned a second time for the food. We would have gone a third time during our four weeks in...;5
-qlUGq8Bym_Atw1xQhLzMA;9OTE_6UL9d5b2YhbID6Izg;Came here with friends while on vacation and fell in love. The manager treated us like locals. Plus the food is fantastic. Location is close to the mall so...;5
